DHW,CoverChange
5.6,3.27080396447977
7,-14.8270833742922
8.1,-74.115057689854
1.8,3.84251420366993
2.8,2.06807113792881
3,-2.411368837048
2.8,3.70353064611873
3,-23.9954532158242
3.1,-54.1151460936165
5.9,-48.4222426132204
3.1,3.6570651530168
2.6,3.67181564953153
1.8,4.38128867246114
3.5,-35.1396076497426
3.3,1.44143833945936
5.1,-7.99950856754667
8.8,-92.6322996339376
5,-14.7834109933611
7.1,-47.6409834152414
3.1,-27.9462347057431
2,4.85587002096436
3.1,-25.2405740560491
7.5,-70.2962223640075
3.1,-79.1528159834149
3.3,-23.4241026631701
7,-3.30514168280439
1.8,4.08874311093592
8.8,-81.7517268627638
9,-63.5792448842732
2.6,4.8281619206573
2.9,1.67425153762537
7.9,-64.3249026278164
7.8,-7.91165673839933
3.5,-23.5602387141867
7.5,-43.6260301315538
6.5,-34.5356444016981
6.8,-39.4512520933969
7.8,-67.8271937960267
8.9,-22.762475986854
5.3,-55.1709794668125
3.3,3.69915490719152
7.1,-14.1330235299668
4.4,-24.1672598731666
7,-38.8385825476749
2.9,4.84150811239998
3.5,-3.97824970754027
3,-9.63381024166027
4.4,-7.68478909499127
3.7,-0.811280850592331
3.3,4.74180794737128
3.5,-12.8695010873462
1.8,4.8043201192233
9.6,-10.5286965556359
6.5,-35.2154161365581
2.8,4.45551126595737
9.4,-88.4534533894305
3,-11.5882640175658
0.2,0.0612420032819546
7.6,-21.9333556897236
5,-52.7515028421682
7.6,-65.6894990797393
3.1,-16.0075508895503
0.2,5.56392965427602
3.5,-0.553599937026596
9,-54.254367799869
7.6,-54.7472037240577
8,-27.2954234319108
8,-67.6580482060612
7,-65.5008769214897
2.6,4.57613318260123
7.3,-51.1061289434698
7,-20.2657861767771
5.9,-78.807139008735
0.2,3.38867283536722
2.2,4.98174199920789
5.3,-31.2961776586087
7.9,-59.1144742335984
9.4,-76.6661122788641
3,-54.6263142909745
8.9,-75.6951907461262
7.8,-61.858595049703
5.3,-48.0364971523702
3,-3.83650467619227
3,-20.130705640172
7,-40.6835810181795
3.5,-12.3715784351007
5.1,-12.7253656949806
2.6,4.13989152697552
7.5,-28.5150753449003
3,-10.9185232209812
3,-23.8961584184581
7.9,-76.3858309585331
7.9,-67.5388382510708
4.9,-19.2513295835066
8.9,-92.9466712726943
3.3,-10.4364301820625
3.1,2.62375187526132
2.8,0.529775190502427
3,-29.2465448642413
5.1,-55.4113436514897
2.2,2.98318641658977
7.1,-79.7667066622416
7,-58.4953150766607
7.8,-28.6117211241987
0.2,5.11844766704378
6.5,-57.9388589490878
7.2,-82.5349010321216
3,-68.6243118677109
6.5,-64.6252301299147
8.9,-87.2324593754163
8.8,-93.370785205927
3.1,-49.4557575803964
7.2,-27.0559227755547
3.8,-2.33594907314729
6.5,-22.761089601195
2.2,1.42849892002549
2.6,-1.8509390239539
3.5,0.812540458132268
3.3,2.89153719612501
0.2,5.68047254465482
5.1,-7.86495019517792
2.6,3.74443934910807
8.1,-50.0444477239772
6,-35.9476592261329
6.8,-69.4528952333182
9.6,-44.4640016326001
4.4,-21.1724676854864
3.1,-28.3584280530385
7.1,-74.0887942192802
1.8,5.25059021193605
4.9,-53.2571667633818
9,-40.0381850561733
5.3,-48.0366788269562
3.1,-3.02548503156878
10,-91.6465450542375
7.5,-67.0554212417313
7.8,-57.7083163609163
2,4.01477535644485
3.1,-6.43022776339027
3.3,-13.950414375069
6.5,-31.9004154643582
3.5,-61.2854636682556
4.4,-4.18196173132594
7.3,-69.8145724929348
8.9,-80.2134930161752
7.3,-26.1590924150204
8.1,-70.4746534666097
3.3,-39.9666374766973
7,-49.6372547107033
0.2,4.2266005953454
9.5,-31.8758732616914
8.1,-71.106482234059
9.4,-52.4810540488555
3.1,-8.33994077677875
5.9,-56.497904337033
9.5,-70.203305545014
5.1,-39.518458566805
5.9,-17.0058873578449
4.4,-25.9711737716767
9.5,-77.1735619276009
7.2,-7.630909529933
3,-15.553891229084
3.8,1.27939955821241
7.9,-31.852096344101
9.6,-87.3741128892665
9.6,-56.360796099557
9,-15.8907088566858
4.4,-44.0222889292326
0.2,3.76123733143554
2.9,4.82638363203265
5.3,-16.3848206084055
7,-46.8815734737767
9.6,-77.6213560274042
7.1,-26.396315472472
7.1,-17.4291071791004
6.7,-79.2101857402179
3.5,-7.31570383199001
0.2,3.64354001092002
3.1,-65.6556603034292
5.9,-44.0279388141343
3.8,-37.2226507266412
3.1,-38.6932862206439
6.5,-18.8552870019534
2.6,4.34647593972536
9.4,-83.3032039373069
3.1,-1.67252540805407
3,-7.02707581816342
5.3,-50.5263729930845
3.1,-11.3803258258763
6,-89.6331955483575
2.9,3.4070044092737
8.8,-8.33109052326484
7.8,-87.0011751608115
6.8,-86.5526738200041
8.8,-51.2955763793315
3.7,-36.5191920070765
6.5,-16.8284443055868
8.2,-87.2475830021458
3.5,4.28308194432973
7.7,-37.4037868310212
2.9,4.24985601380726
3.3,-4.14182620066764
0.2,1.90136454608439
8.8,-82.1893434906157
3,-3.41693528539614
7.5,-89.5166746413825
5.6,-36.9496469602681
3.5,-5.46322803629688
3.5,6.39303975273766
7.9,-41.9035504020092
2.2,4.2704248387705
2.2,5.03577926888029
1.8,2.39819585069278
5.9,-39.1953006519977
3.1,-58.4209758579874
6,-69.2572133532195
3.1,-3.36830405735215
8.8,-78.9337969146691
7.3,-60.7512271694361
5,-34.4824812810404
8,-53.7196846739483
7,-11.6773382942282
0.2,4.99205423165851
6.7,-35.2537153696785
5.9,-55.8783724738504
7.3,-85.7306141876809
9.5,-38.1761496083845
3,-16.9728713360705
3.1,-7.18451489764786
2.2,3.50822552526499
7.6,-21.9352842609319
7.8,-62.8226299998154
8.9,-34.1839087050823
3,-28.1507096305813
6.5,-83.4320304838081
7.1,-41.1247452263371
7.8,-64.0331511664299
0.2,0.805863846099982
3.5,-23.2014136718311
7,-10.6130771848142
7.7,-77.9689687098232
3.1,-27.5339729391047
9.6,-70.7862402800263
5.9,-48.7114969246452
8,-30.7913141489137
7.8,-65.8866232435126
3.3,-16.7031847780188
7.9,-57.642067604026
2.2,3.69759632047348
5.3,-41.8618379445768
2,4.6817735275886
3.5,-59.1880224214615
7.8,-28.7078522176096
5.9,-51.0617371999126
8.8,-88.9542239644909
9.6,-16.9650669328821
2,2.54836350884239
1.8,3.72564834758896
3.5,-19.3162555976155
6.8,-29.2211614670225
6.8,-49.1935930576071
7.9,-32.8607747394823
9.5,-71.6886884562553
10,-71.0909856715354
8.8,-62.2805719617103
4.4,-58.3588510314129
6,-51.5864562619864
7.8,-63.1307721554695
7.3,-26.8959523714388
6,-52.6813832818452
3.7,-41.0894857440871
7.8,-92.1738521284933
3.1,-22.0827049579551
6.8,-62.4574733216179
9,-57.107174756158
5.3,-25.19999814433
0.2,4.73291940786092
0.2,4.98291398172893
7.6,-63.8134358935513
7.8,-58.0737783673545
8.1,-7.28467098730502
9.5,-85.2017981676843
6.5,-19.5198556368994
3.5,-14.4834437483072
2.8,3.12969566781655
7.8,-61.2164182872695
3.5,-44.3460173256495
2,3.9204661264136
2.8,2.47979736499582
3,4.79977870243621
9.6,-51.6540129031191
2.8,3.49751395860193
7.6,-51.7313950979816
9.4,-93.1379306228438
10,-91.8084703611596
3,-5.38283251101254
2,3.72126689907624
3.7,-33.2907641039357
7.2,-78.3391476777885
6.5,-27.6794573275232
8.1,-14.5735385995109
6,-46.6641593466641
7,-86.237392102253
3,-9.27107059024533
5.3,-12.3540184722275
2.6,4.65416323704255
3.1,-52.4702683842874
3.5,-8.67159241500249
7,-85.5177694062011
3.5,1.5085952737334
3.5,-9.0390054909504
6.7,-54.893554513125
5.3,-37.8255294206714
5.6,-57.9499762093868
6.5,-54.3229162796803
8.1,-25.7111350228609
8,-84.8707476265823
7.8,-74.6474221445559
5.3,-14.9641054755131
7.5,-60.8058567636792
7.8,-82.0226333288887
3.8,4.25600329666214
9.5,-85.5522902430101
4.4,-4.65572706926535
7.1,-19.6665097608494
6.8,-61.4513332096214
7.6,-81.6144071603798
9.5,-81.1537280909522
9.6,-89.4597490348093
3,-15.9320811892928
3.5,-4.20367168787324
3.5,-13.7667161659657
5.9,-20.4637459256939
7.9,-55.9272504442332
5.3,-53.9508481586807
3,-10.9265547611247
0.2,4.07503542214869
2.6,3.70689803077435
4.4,-6.9847053780095
3.5,-24.7395685009282
9,-50.7022320022193
5.3,-27.7401782660049
4.4,-0.0639271571156353
5.3,-6.3148383616831
3.1,-21.8154825623561
5,-16.267194992719
7,-15.1154835580364
3,-14.7082182210453
2,3.9804492486002
2.8,5.59034490771702
2.2,5.33287688795896
3,-71.049570050567
7.8,-72.6899323889788
2.9,4.0824603674985
5.6,-9.79709243156879
5.3,-35.3505357623383
10,-32.7953536685024
2.9,4.36711567243959
3.1,3.98517819609593
5.6,-72.1623946596451
3.5,-75.975051190401
4.4,-11.5169558971143
3.8,4.96773284683259
2.2,4.24565951495719
5.6,-31.9335959023367
7.9,-71.7458258529234
0.2,4.23474564080043
3.5,3.18422105768453
5.9,-39.3284932554704
8.8,-35.9128598668538
8.1,-84.4088190922806
5.9,-36.6888755985761
4.9,-45.2472822608828
6.8,-55.7394732089483
3.5,-48.8550517941068
3.8,-28.843733087029
7,-30.9122637721229
7.6,-68.0797565879961
6.7,-77.1331869662521
2.9,3.65717432593534
5.9,-33.3366904615848
9,-69.0980455213063
4.4,-4.05042174607021
8.1,-89.397928819537
10,-72.7214334543097
8.9,-33.8673780435769
8,-70.9629108261728
3.5,-55.6674106200798
8.1,-72.7942786032355
8.9,-85.4028301658479
6.5,-31.5598057280648
3,-34.950140448466
9.6,-83.8714706974566
7.6,-41.4663504468272
6.8,-24.9992543708779
9.5,-92.1127986416824
7.1,-27.2761263296522
7,-78.8760887743919
0.2,4.17683787252363
8.2,-38.4878311405161
4.4,-15.6684617956255
10,-60.2196948876005
7.7,-69.3483799246308
8.9,-30.4845344974189
9.5,-85.2416608907422
7.2,-80.9482849604222
5.3,-25.4791083223357
8,-42.4778058541983
6,-12.3323202464715
8,-26.636391000199
3.8,-43.4613293312352
0.2,4.0583098433362
7.2,-44.9953524449532
7.3,-50.1409067843106
6.8,-61.7459876004369
3.1,-2.04045863641372
7.8,-70.0660629128932
7.2,-67.5892249309215
8.8,-94.1998427518194
2.8,1.8318500101588
3.5,-8.66646628594329
0.2,3.95396570342593
8.2,-93.1373011983059
8.9,-43.7946932985343
2.8,2.67730664758454
3.3,-61.5567061798499
7.8,-24.7312141728793
8.8,-84.6962462336107
4.4,-47.4439110001097
7,-2.19086539763518
2.2,4.71922634267769
3.5,-35.3737283528772
5.3,-54.5448640536316
3.5,6.39693143002151
7.3,-53.8411687266239
4.9,-40.0635607501023
7,-67.3694490798147
2.2,3.25257999299795
2.6,3.18854919698987
3,-3.81047786006464
6,-80.4308184734163
5.6,-25.1102689165623
0.2,3.96032618814874
2.2,5.05308147490895
2.2,3.49057278183947
9.4,-71.4678495668015
5.1,-5.84728600751007
3.5,-24.9984106430036
7.2,-31.1402789171452
3,-19.4972676335964
7.3,-72.9067163390338
3,-82.9797158462268
5.3,-86.5791401321494
9.6,-43.0769042912322
8.8,-38.9369818918901
7.1,-30.7288732614099
8.9,-90.1151518914854
3.1,-65.2966553460096
3.5,-7.82551608890676
7,-53.3338816024115
3.3,4.6455897213801
3.3,-59.1350556000179
8.2,-45.2496953611733
6.8,-50.434799021948
9.4,-76.7497135626716
2.9,3.74079869387197
0.2,6.38646740187443
3,2.72121791228126
7.3,-45.9683682964895
5.3,-73.833279252208
3.1,-1.69065469286303
5.1,-33.5720013895555
6,-62.5181976260912
6.8,-48.5488406468937
5.3,-14.1789943974821
6,-14.0091790562379
7.3,-43.1272924094977
3,-13.4513426906817
7,-51.9809217604958
2.8,3.52714840674958
10,-84.3533938137021
5.9,-41.9351958189571
5.3,-41.872319223129
3.1,-13.7097931919709
5.6,-32.4094805553242
5.9,-58.5624027786656
7.3,-25.8141951857503
7.5,-46.6570210500556
3.1,-10.5737657583128
3.5,-61.6223731057217
7.8,-33.0816745115819
7,-52.1247098873533
7,-39.7405168467881
2.8,3.99465199492132
2.8,4.96980930396517
5.3,-67.8851647350914
6,-1.17139540201579
3.1,-53.8160382107183
10,-89.4858109829111
9.6,-69.2414922315026
8.9,-55.0116933863369
7.8,-82.1163821092921
1.8,4.42391044899693
1.8,4.25588686545262
5.1,5.68133183538632
3.3,3.48947683111408
7.2,-74.8433527147758
0.2,3.14472452502565
3.3,-34.4645363098961
10,-92.014340249782
2.6,4.63752549581218
4.4,-51.8413018655495
8.9,-67.2338604427436
9,-74.1103263573359
7.3,-75.7986314501841
3.8,-11.3186352707864
8.2,-52.1191305166086
9.4,-73.6398989946166
7.3,-53.6095975671677
6.5,-36.4778126282077
5,-32.5363134468156
4.4,-78.360408032753
3.1,-6.74985995856785
2.8,4.01814138221923
4.4,-13.8829758667324
9.6,-92.4710801333137
8.1,-78.7221317828418
5.3,-83.847384493804
7.8,-74.0816673478096
3.5,-6.13808825249531
2,5.33904504859281
7.3,-42.0154784929126
5.3,-76.1875882943772
6.8,-63.6888484884909
5.6,-52.4179198536953
7,-59.1646113567793
7,-48.9928790692149
7,-4.59735351272167
7.5,-44.7765908993666
7.8,-29.9702610924749
4.9,-44.5502666620103
5.6,-11.9115140546773
0.2,4.39138899905742
2.6,3.77366681397603
7.6,-26.4812804823137
2.2,4.96286612860442
8.9,-75.9898358178776
2.2,4.75527436289712
6,-49.2371202214122
5.9,-53.974358789303
8.2,-30.0364242972442
5.3,-36.5935397539991
4.4,-29.4187634338861
7.6,-26.6081212411442
3.3,-30.1977019735872
5.9,-76.270352860897
4.4,-0.0865760639105518
6.8,-13.7073352390225
7.2,-29.8149901507619
1.8,4.46367686919372
8.9,-55.8845727369711
5.6,-50.3723544995696
3,-6.76729138372324
7.8,-49.5094227567513
8.9,-78.9774325311881
7.9,-55.4914356793028
7.3,-42.6740136525259
8.9,-64.1779118133002
5.9,-14.1266487788972
7,-59.1182762798479
7.3,-38.0757939191498
8.8,-41.8095415764499
7.8,-65.1545254792352
5.3,-36.6083292915953
7.7,-78.0239639371011
3.3,-16.6813985403668
7,-41.3899779119756
3.3,4.69468210254952
2.8,5.06714938255124
5,-7.38894905612791
3.1,-32.8534664257992
1.8,5.32476884620208
3.7,-13.0308033557838
3.5,-9.65319493822621
7.3,-59.4678323240737
6.5,-25.542419045941
3.3,-29.6312346966887
7.8,-46.0619555990232
2.8,5.0331961791016
3,-2.52101890226252
10,-84.0909561821092
0.2,4.9868565988322
7.6,-10.0112254351694
3.7,-2.14061615490953
6.8,-5.96102830878821
7.8,-78.5188216751857
6,-0.229029447896384
4.4,-8.25239522880337
1.8,4.39310679974579
5.1,-1.57126018871334
7.5,-65.9342814787437
9.4,-53.7307149755998
7.1,-24.7675466344587
3.1,-20.692022683978
3,-28.5386160966249
0.2,4.82977276206379
2.8,5.62920179198576
7.8,-91.8541844770816
3,-28.8443794807921
2.8,4.09594988282274
3,1.00441099006051
4.4,-63.3726035526012
7.1,-23.9434096907967
3,-39.1750626386187
7,-69.7718326915659
5.1,-1.66252303821196
7.9,-74.1222984534113
3.5,-32.8828423282939
5.9,-71.312174509512
7.3,-31.4180252526144
5.9,-41.2383653220345
5,-5.1168470693152
5.6,-73.6736489178064
6,-74.9916098644848
3.1,-8.35772223056179
9,-90.9882097145225
2.8,3.77241408824411
7.7,-40.301073041598
3,-0.864118611532296
6,-37.9743422963787
9,-83.358354211303
7.6,-64.8636235998877
3.1,3.64069557168691
3.3,-13.6843308817904
8,-93.3161994088455
6.8,-28.4830061612438
8.9,-78.9363834253597
5,-30.916613480867
3,-2.10021191690969
7.2,-44.8714353795896
8.8,-73.2600723465753
10,-61.8896134881501
8.8,-45.9549087795592
9.5,-56.2194833809184
9.4,-91.4724549601213
9.5,-82.2878736617562
7.5,-86.5217968863905
4.4,2.99869856678644
7.3,-22.3850513087715
0.2,5.16312089475055
8.9,-93.3904505198306
7,-86.7703649161561
7,-71.8897908560875
7.3,-76.3500630242691
9.5,-67.189071377784
0.2,3.42097682045828
7.6,-77.6601843883909
5.6,-7.8586277547661
4.4,-24.5413995339292
2.9,4.38239055297683
8.9,-66.8000708819395
5,-81.3493646461753
7.2,-64.2190206301991
7.1,-17.2809915510564
7.3,-94.2291520629726
3.7,-17.9921469368215
5,-69.5044029726125
5.9,-46.3976916183345
7.6,-38.4683452769901
3.5,-19.1396915488864
2.9,4.67292299600589
5,-38.0581604543811
2.2,4.81429828382847
6.8,-3.03275993760954
10,-74.4453773409627
5.9,-46.5890245617708
5.9,-9.15436366709944
8.8,-80.2490951265331
7.6,-73.160795158863
7.6,-27.8659756204949
3.5,-19.6701958309338
5.9,-65.8321031259162
4.4,-30.1780012472835
8.2,-12.2277203043261
6.7,-11.1137487444327
6.5,-80.9218100872708
5.9,-59.4526351688135
8.9,-84.8036474631919
2.6,5.83100615491219
9.4,-84.7812593884365
5.3,-88.563050185336
6,-41.1205492984371
8,-17.0059417934911
7.3,-75.6107758166232
3.1,-21.5814151852737
8.1,-54.6061785339133
8.9,-87.1541985067465
7.3,-87.4419621510746
7,-14.3916514535706
3.7,-2.1642981143045
7.1,-20.1061116600373
3.5,2.30505146744291
5,-75.126860092634
7,-53.6322840045272
0.2,0.667071673980049
4.9,-16.960977469038
8.8,-22.0406998050248
7.7,-91.4562954606846
7.9,-82.7442195555756
1.8,3.52200357698487
3,-10.975687052358
7.3,-82.938702110193
7.3,-79.3271623012573
5.9,-24.4512831570024
1.8,4.64946683838296
7.3,-90.1383210409765
3.3,-41.8736671995532
5.9,-42.7292970219891
5.3,-11.8927124745421
3.5,-75.9039028667624
2.8,2.71519136338733
2.8,4.66221790574058
0.2,3.56121585823783
5.6,-50.2252486081
3.5,-1.05259486479094
7.1,-58.5797136255063
7.1,-65.6306863500827
10,-90.6124224460875
7,-39.9398705610551
7,-33.3000941061921
2.8,5.06946962128194
3,-16.3159016617112
7.8,-85.6838250187496
6.7,-29.4554143263644
4.4,-0.424737521935823
7.2,-58.3157020635276
0.2,5.20631367696873
2.2,5.14258285997416
9.5,-89.6377159389174
7.8,-61.4819953536397
6.8,2.55042380839865
6.7,-60.2145667869082
7.9,-12.8520541017713
3.1,-4.13754632882605
7.2,-53.0166673442511
7.8,-34.6651542091337
3.5,-29.6149573931586
3,4.2036890530353
8.8,-60.8549396713548
9,-79.9418886917348
7.2,-43.0362833728984
7.3,-55.4683772342562
0.2,4.71300032568042
5,1.12230480705064
3.1,5.00142191387046
8.1,-19.9516669563004
4.4,-52.0671645556845
7.6,-66.0590689818852
2.8,2.88348760738656
3,-2.34977425952931
6,-94.0850495205157
3.5,3.44874413853938
5.1,-4.8403901005995
10,-79.831510643029
7.3,-59.0820902866623
6.5,-15.9252080060857
8.1,-76.7716566184733
2.6,4.04570443063149
8.2,-33.0501524075222
6.8,-68.9228007538888
4.9,-29.5312731148698
3.1,-8.67760530107222
7.8,-30.3038568137949
8.1,-38.8825248211559
5.3,-15.5727830736444
0.2,5.19076185603858
2.6,5.93791954232362
9.4,-83.408733588468
8,-79.6779142593581
0.2,3.27992298613178
8.1,-30.2791715294588
7.7,-38.3378806612764
2,4.07663053591365
7.8,-55.1479515218173
7.7,-62.4305331586927
7.8,-81.4579479139887
7,-50.4624347202191
3.8,-55.1082894762585
7.6,-92.9286875377853
9.4,-23.7789192991273
4.4,-19.6902459381291
5.1,-81.7648518382225
7,-34.5764474547371
7.3,-47.6079573778664
8.9,-87.7247858775891
7,-51.0628003447117
2.8,2.95725512429493
4.4,-11.1903702681005
3.1,-65.6765370630803
3.3,-23.079727547873
8.2,-82.9866525250447
7.7,-62.8553216864432
7.6,-80.1055581664866
3,1.83599846552365
3,-0.652686129082496
6.8,-52.6904110102021
2.9,2.3685365216487
8,-45.6810096136639
3.8,-51.1401975397804
9.4,-80.3102784341568
3,-6.11359410171925
8.1,-85.427241430816
3.8,-3.1631159915184
3,2.33625025337532
2.9,5.12479970417848
7.9,-86.1140706837504
10,-58.1101718471525
7.3,-82.3811432856178
3.8,0.626580871029445
0.2,5.18498904309716
7.6,-75.3229305259462
4.9,-6.68380965417443
3,-68.3081057246261
3.5,-7.83413500372608
9.5,-57.2280023386218
7.8,-71.3393611486522
9,-92.7247214673346
7.1,-48.0680649880423
3.8,-7.33745684386016
4.9,-15.5362580445821
7.7,-91.9029299399194
3.7,-7.08047572517039
2.9,2.11969879612381
4.4,-4.89861818544291
7.3,-23.5155255265862
7.5,-23.7316244783857
5.3,-45.3627537108239
1.8,2.7844924464691
9.5,-58.8142295708439
2.8,4.79448335010798
4.4,-31.0286075044307
2,4.81525481805569
3.3,1.86124762244987
6.5,-87.2950635942067
5.1,-18.9686902231613
8.9,-93.4945925864773
5.3,-24.6789962522405
2.8,2.82280235876523
6.8,-82.848254887339
6.5,-51.4002985214906
4.4,-12.2555294037613
2.6,4.21136771579186
10,-88.0169466199053
3,-8.83444333946096
6.7,-91.3103265510438
6.5,-61.6017681457492
7.5,-81.4418173681192
3.5,-2.30014840044931
5.6,-13.3555752202661
9.6,-85.0480558904811
0.2,5.6753422036882
4.4,-44.7982222745853
8.1,-82.0301337269777
9.4,-81.3188679452015
8.9,-67.058717150662
3.5,1.27011186937809
8.9,-66.2735074786851
3.1,-51.960286503412
7.5,-64.249025543618
8.1,-41.7391234400651
5.9,-16.9768420288655
5,-6.67670651797499
0.2,3.54427397682946
9,-91.9111557703042
5.3,-86.6436937427066
7.8,-52.6096244786646
8.9,-71.018179181511
5,-71.3363809605742
1.8,1.85550693552891
8.9,-77.9365995815824
2.8,3.21194935002947
7.2,-3.73076351978263
3.5,1.81124356337973
6.8,-15.8882757598561
4.4,-23.5817437878113
8.1,-59.1627595177747
8.1,-55.2713028032955
3.8,-15.3224556664969
8.2,-69.60628002858
4.4,-0.326495985928373
5.9,-15.4122185878773
8.1,-93.1753697840367
3,-56.8114402239501
8.8,-77.3977699542796
3.1,-30.4767416428435
10,-85.7813891868904
7.9,-43.2408554666989
7.8,-70.380314089451
3.1,-14.9100158275055
9,-61.8039087062256
3,-4.90890533419422
5.1,-1.98345547337975
3.5,-66.8554510369106
7.8,-43.3801700024441
7.8,-70.1932231669004
6,-52.6923463070178
5.6,-55.1648084822242
7.9,-62.9104297156901
7.9,-72.961762739129
4.9,-10.7827239355187
0.2,4.93716304987994
6.5,-26.8942750766474
5.1,-20.8179777320556
7.7,-22.1119317755962
3.5,-17.0841987080605
2.6,5.37156960847754
0.2,4.74795654212273
3,3.66524470541102
5.3,-22.8709162449557
7.6,-30.4027127366694
5.6,-18.2118890894396
6,-62.5960179784739
7.5,-22.9318970875847
9,-16.4195900912766
2.6,4.87492858010726
2.8,4.62947682569021
3.1,-27.4113973934134
7.8,-22.0373047438445
5.9,-30.5105739304427
5.3,-22.1543725807793
3.1,-52.7590019479488
3.3,-6.51365734172597
7.8,-11.3450191281043
0.2,3.78975585398545
5,-70.7055861958487
7.8,-56.2462213218214
4.4,-10.0293123248287
4.4,-55.743876272496
7.8,-21.1632300004337
8.9,-91.2160824698383
10,-85.3639775912214
0.2,3.73717208730926
2.2,3.76563099794108
7.8,-37.4408690832968
8.1,-27.6096339443334
7.8,-73.3677588690926
5.9,-39.7054949265933
7.1,-40.4871586155893
8.9,-92.5546055845292
2,-1.87438312699136
7.3,-53.7325022296858
4.4,-51.396376333021
10,-89.5253223773532
5.1,-83.6745822297173
0.2,3.83806749742667
7.7,-27.0067338187262
1.8,6.72416461256654
7.6,-25.8557280067471
5.9,-32.4316921045631
7.3,-33.5406121584693
3,-22.5482263076126
5.3,-7.57264310232295
8,-80.8446406267742
5.3,-50.0642925786061
7.1,-22.7113319452966
4.9,-16.4565932336216
7.8,-53.4978968786945
5.9,-2.27780218991846
3.5,-3.84735056786104
2,3.80466258269233
6.5,-1.87887918268619
1.8,5.91036563249201
7,4.12388043631862
7.9,-92.2623424796298
5.6,-16.3592730088525
6.5,-42.3640261125452
5.9,-69.6116998236222
5.3,2.00617027686773
4.4,-49.3261978784867
4.4,-53.516042563561
3,-10.6042263556854
5.3,-39.6045295497366
5.6,-21.6431541012385
7.8,-42.8878875134508
6.5,-81.7257792627251
3,2.42344983089066
10,-67.6952727399919
2,4.99046696728505
9.5,-44.6909806673367
8.2,-71.0384462477491
6,-15.3454551921217
2.9,3.32595748962576
3.8,-4.15885986830861
7.3,-77.1377497273878
6,-9.39932544568768
1.8,3.95697134274748
3.3,-7.76085785633844
7.6,-71.091477677077
7.8,-22.8815931873357
2.8,4.49512601295391
4.9,-16.7514906210849
4.4,-60.6281593689367
3.3,1.00065269317737
6.5,-3.69528744140143
7,-79.6403124293497
7.7,-16.6459231237361
3.3,-1.47799282801986
8.9,-73.874980678573
6,4.72782157695128
0.2,1.76761872252648
8.1,-77.9832022356408
7.6,-39.7023834387704
2.2,3.94666930272215
3.3,-10.5321113900465
2,4.77431498172079
7.9,-32.5892035649658
7.8,-49.7627998781913
6,-35.7036531309965
3.8,-5.30627309429836
2.8,4.32825526085287
7.8,-60.763552912568
5.9,-20.2529539024796
7.5,-81.1225510062098
6.5,-37.1779124084379
8.1,-71.1183255276889
8.8,-19.9671919316643
3.1,-56.8370387583124
2.8,5.37498246189773
8.1,-62.3920808372969
2.2,4.62747523117955
0.2,5.13954855794664
1.8,3.85529816023121
7.8,-6.49916160706113
0.2,2.44042311862225
3.7,-3.092455049665
8.9,-92.3728201533592
4.4,-18.7739208734244
7.8,-78.0485384337784
3,-12.0785664550912
2.9,5.32178832816304
6.7,-27.952395682592
5.6,-71.9475666705551
3.1,-21.2575892783428
3.3,3.33553258558758
2,3.45747618153265
8.1,-19.2649740496563
2,3.68448489990341
6.5,-44.8836543248382
7.5,-63.2439817710483
7.2,-1.80987983978637
2.8,5.56803221559669
7,-76.092256339708
4.9,-67.332486530603
3.8,-8.57744312411992
7.8,-58.0475619059286
7.1,-40.7974270494116
2.9,4.91496359132819
6,-6.2556259255555
7.8,-88.6399586790199
7.3,-34.6319073609219
5.9,-22.9987007066103
0.2,5.34960723236951
6,-63.2838700733603
3,-11.8159661368065
0.2,2.80522815384561
3.5,-23.4977779824541
3.5,4.06331824664217
7,-65.1190579027749
7.2,-30.0905144097122
3.5,-6.25406676812998
5.9,-62.9797235365837
7.6,-72.5819356451062
7.6,-30.4110573079374
5.9,-42.9981398529267
3.3,-13.4353441051635
8.1,-65.3191258228131
3.1,-8.53407471055989
3.3,3.18634835630119
8.2,-70.4756409199571
8.9,-92.7112283193022
8,-55.9427178242211
7.1,-91.5622877097638
5.3,-1.06423610053003
8.8,-19.7470397412077
2.8,3.67222731125539
7.3,-81.0689665985071
2.6,4.98248013624253
10,-49.7821815345152
7.3,-60.6587462486501
0.2,5.47032726341106
2.2,4.53201384864558
5.9,-77.5545036796462
1.8,5.51007026503408
3.5,-42.5793944345688
5.3,-35.6931615217741
5.9,-66.2103453961972
9.4,-29.1464891809739
0.2,3.33532947092735
6.7,-38.881240529962
5.9,-44.5311288805592
7.1,-66.7751202585826
6.7,-40.7818461734049
7.3,-52.2584945413875
4.4,-3.43201670418985
2,3.18894723022587
7.3,-76.0711147508544
7.1,-54.0824464253816
5.3,-1.67441424352035
7.1,-13.3802527378218
2.8,5.04277971883683
8.1,-70.8286896605192
6.7,-33.2728010830773
2.2,3.22042042042042
9.4,-92.2035166536277
7.6,-86.2152626535412
7.9,-65.2497682394213
2.8,3.75164512168834
2.2,4.47666968719689
3,-10.7155024252377
7.3,-59.1573344449165
6.5,-86.0396585304275
0.2,4.99462188349861
3.5,-14.8030614841478
5.3,-43.5122663481373
3.8,-7.84174738804646
7,-0.0864966841984699
2.8,4.91833644739385
4.4,-31.4022545318232
8.9,-56.174102012463
7.5,-51.3700484029635
